"n","PPH","Mean FIA","MBE","MBE_se","RMSE","RMSE_se","MAE","MAE_se","R2","R2_se","KS","AC","ACs","ACu","GMFR_slope","GMFR_intercept"
1217,NA,91.22,4.4,1.17,40.93,0.04,28.12,0.85,0.73,0.000420605148539214,0.18,0.69,0.97,0.72,1.17,-20.5
