"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Oregon","Total Forest Land Converted to Land",39.85,39.85,39.85,39.85,39.85,39.85,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.5,38.5,38.5,38.5,38.5,38.5,38.5
"Oregon","FC",1,1,1,1,1,1,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
"Oregon","FG",32.63,32.63,32.63,32.63,32.63,32.63,32.64,32.64,32.64,32.64,32.64,32.64,32.64,32.64,32.64,32.64,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.11,31.11,31.11,31.11,31.11,31.11,31.11
"Oregon","FO",2.29,2.29,2.29,2.29,2.29,2.29,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.59,1.59,1.59,1.59,1.59,1.59,1.59
"Oregon","FS",3.93,3.93,3.93,3.93,3.93,3.93,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.36,4.36,4.36,4.36,4.36,4.36,4.36
"Oregon","FW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
"Oregon","Total Woodlands Remaining Woodlands",31.38,30.47,29.56,28.65,27.74,26.83,34.71,33.55,32.38,31.21,30.05,28.88,27.71,26.55,25.38,24.22,31.78,28.44,25.09,21.75,18.4,15.06,11.71,8.37,5.02,1.68,1.66,1.63,1.61,1.58,1.55,1.53,1.5
"Pennsylvania","Total Forest Land",7021.66,7011.08,7000.51,6989.93,6978.84,6967.75,6956.66,6945.57,6934.48,6923.39,6911.74,6900.08,6888.42,6876.77,6865.11,6853.45,6838.68,6823.91,6809.13,6794.36,6779.58,6766.42,6753.25,6740.08,6726.92,6713.75,6700.58,6688.14,6675.7,6663.25,6650.81,6638.36,6625.92
"Pennsylvania","FF",7008.04,6997.47,6986.9,6976.32,6965.37,6954.28,6943.19,6932.09,6921,6909.91,6898.4,6886.74,6875.09,6863.43,6851.77,6840.12,6822.85,6808.08,6793.31,6778.53,6763.76,6753.39,6740.22,6727.05,6713.89,6700.72,6687.55,6674.7,6662.26,6649.81,6637.37,6624.92,6612.48
"Pennsylvania","Total Land Converted to Forest Land",13.61,13.61,13.61,13.61,13.48,13.48,13.48,13.48,13.48,13.48,13.34,13.34,13.34,13.34,13.34,13.34,15.83,15.83,15.83,15.83,15.83,13.03,13.03,13.03,13.03,13.03,13.03,13.44,13.44,13.44,13.44,13.44,13.44
"Pennsylvania","CF",4.9,4.9,4.9,4.9,4.85,4.85,4.85,4.85,4.85,4.85,4.8,4.8,4.8,4.8,4.8,4.8,5.7,5.7,5.7,5.7,5.7,4.69,4.69,4.69,4.69,4.69,4.69,4.73,4.73,4.73,4.73,4.73,4.73
"Pennsylvania","GF",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.18,0.15,0.15,0.15,0.15,0.15,0.15,0.23,0.23,0.23,0.23,0.23,0.23
"Pennsylvania","OF",0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.94,0.94,0.93,0.93,0.93,0.93,0.93,0.93,1.1,1.1,1.1,1.1,1.1,0.91,0.91,0.91,0.91,0.91,0.91,1.03,1.03,1.03,1.03,1.03,1.03
"Pennsylvania","SF",7.51,7.51,7.51,7.51,7.44,7.44,7.44,7.44,7.44,7.44,7.36,7.36,7.36,7.36,7.36,7.36,8.74,8.74,8.74,8.74,8.74,7.19,7.19,7.19,7.19,7.19,7.19,7.36,7.36,7.36,7.36,7.36,7.36
"Pennsylvania","WF",0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"Pennsylvania","Total Forest Land Converted to Land",24.19,24.19,24.19,24.19,24.57,24.57,24.57,24.57,24.57,24.57,24.99,24.99,24.99,24.99,24.99,24.99,30.6,30.6,30.6,30.6,30.6,26.2,26.2,26.2,26.2,26.2,26.2,25.88,25.88,25.88,25.88,25.88,25.88
"Pennsylvania","FC",10.34,10.34,10.34,10.34,10.44,10.44,10.44,10.44,10.44,10.44,10.54,10.54,10.54,10.54,10.54,10.54,12.76,12.76,12.76,12.76,12.76,10.72,10.72,10.72,10.72,10.72,10.72,10.59,10.59,10.59,10.59,10.59,10.59
"Pennsylvania","FG",0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.22,0.22,0.22,0.22,0.22,0.36,0.36,0.36,0.36,0.36,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51
"Pennsylvania","FO",0.73,0.73,0.73,0.73,0.75,0.75,0.75,0.75,0.75,0.75,0.78,0.78,0.78,0.78,0.78,0.78,1,1,1,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.93,0.93,0.93,0.93,0.93,0.93
"Pennsylvania","FS",11.84,11.84,11.84,11.84,12.07,12.07,12.07,12.07,12.07,12.07,12.32,12.32,12.32,12.32,12.32,12.32,15.1,15.1,15.1,15.1,15.1,12.87,12.87,12.87,12.87,12.87,12.87,12.72,12.72,12.72,12.72,12.72,12.72
"Pennsylvania","FW",1.09,1.09,1.09,1.09,1.12,1.12,1.12,1.12,1.12,1.12,1.14,1.14,1.14,1.14,1.14,1.14,1.38,1.38,1.38,1.38,1.38,1.15,1.15,1.15,1.15,1.15,1.15,1.13,1.13,1.13,1.13,1.13,1.13
"Rhode Island","Total Forest Land",150.86,150.68,150.49,150.3,150.11,149.88,149.64,149.4,149.16,148.93,148.72,148.51,148.31,148.1,147.89,147.68,147.46,147.25,147.03,146.81,146.59,146.38,146.13,145.88,145.63,145.38,145.13,144.91,144.69,144.47,144.25,144.03,143.81
"Rhode Island","FF",150.47,150.28,150.1,149.91,149.72,149.41,149.17,148.93,148.7,148.46,148.33,148.13,147.92,147.71,147.5,147.3,147.08,146.86,146.65,146.43,146.21,145.99,145.67,145.42,145.18,144.93,144.68,144.55,144.33,144.11,143.89,143.67,143.45
"Rhode Island","Total Land Converted to Forest Land",0.39,0.39,0.39,0.39,0.39,0.47,0.47,0.47,0.47,0.47,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.46,0.46,0.46,0.46,0.46,0.36,0.36,0.36,0.36,0.36,0.36
"Rhode Island","CF",0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04
"Rhode Island","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","OF",0.25,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.29,0.29,0.29,0.29,0.29,0.22,0.22,0.22,0.22,0.22,0.22
"Rhode Island","SF",0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1
"Rhode Island","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","Total Forest Land Converted to Land",0.58,0.58,0.58,0.58,0.58,0.7,0.7,0.7,0.7,0.7,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.58,0.58,0.58,0.58,0.58,0.58
"Rhode Island","FC",0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.22,0.22,0.22,0.22,0.22,0.22
"Rhode Island","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","FS",0.33,0.33,0.33,0.33,0.33,0.41,0.41,0.41,0.41,0.41,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.44,0.44,0.44,0.44,0.44,0.36,0.36,0.36,0.36,0.36,0.36
"Rhode Island","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina","Total Forest Land",5323.39,5319.68,5315.97,5311.93,5307.88,5303.84,5299.8,5295.76,5292.11,5288.46,5284.82,5281.17,5277.52,5273.88,5269.18,5264.49,5259.8,5255.11,5250.42,5245.45,5240.48,5235.52,5230.55,5225.59,5220.35,5215.12,5209.88,5204.65,5199.42,5193.78,5188.15,5182.52,5176.88
"South Carolina","FF",5306.18,5302.47,5298.76,5294.79,5290.75,5286.71,5282.66,5278.62,5277.9,5274.25,5270.6,5266.96,5263.31,5259.66,5252.21,5247.52,5242.83,5238.13,5233.44,5228.56,5223.6,5218.63,5213.67,5208.7,5203.56,5198.33,5193.09,5187.86,5182.62,5177.51,5171.88,5166.25,5160.61
"South Carolina","Total Land Converted to Forest Land",17.21,17.21,17.21,17.13,17.13,17.13,17.13,17.13,14.21,14.21,14.21,14.21,14.21,14.21,16.97,16.97,16.97,16.97,16.97,16.89,16.89,16.89,16.89,16.89,16.79,16.79,16.79,16.79,16.79,16.27,16.27,16.27,16.27
"South Carolina","CF",8.88,8.88,8.88,8.85,8.85,8.85,8.85,8.85,7.34,7.34,7.34,7.34,7.34,7.34,8.76,8.76,8.76,8.76,8.76,8.71,8.71,8.71,8.71,8.71,8.66,8.66,8.66,8.66,8.66,8.46,8.46,8.46,8.46
"South Carolina","GF",1.34,1.34,1.34,1.33,1.33,1.33,1.33,1.33,1.11,1.11,1.11,1.11,1.11,1.11,1.32,1.32,1.32,1.32,1.32,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.04,1.04,1.04,1.04
"South Carolina","OF",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.41,0.41,0.41,0.41,0.41,0.41,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.39,0.39,0.39,0.39
"South Carolina","SF",5.8,5.8,5.8,5.78,5.78,5.78,5.78,5.78,4.8,4.8,4.8,4.8,4.8,4.8,5.73,5.73,5.73,5.73,5.73,5.7,5.7,5.7,5.7,5.7,5.67,5.67,5.67,5.67,5.67,6,6,6,6
"South Carolina","WF",0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.57,0.57,0.57,0.57,0.57,0.57,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.39,0.39,0.39,0.39
"South Carolina","Total Forest Land Converted to Land",20.92,20.92,20.92,21.18,21.18,21.18,21.18,21.18,17.86,17.86,17.86,17.86,17.86,17.86,21.67,21.67,21.67,21.67,21.67,21.85,21.85,21.85,21.85,21.85,22.03,22.03,22.03,22.03,22.03,21.9,21.9,21.9,21.9
"South Carolina","FC",7.7,7.7,7.7,7.61,7.61,7.61,7.61,7.61,6.24,6.24,6.24,6.24,6.24,6.24,7.36,7.36,7.36,7.36,7.36,7.21,7.21,7.21,7.21,7.21,7.03,7.03,7.03,7.03,7.03,6.99,6.99,6.99,6.99
"South Carolina","FG",3.1,3.1,3.1,2.99,2.99,2.99,2.99,2.99,2.37,2.37,2.37,2.37,2.37,2.37,2.63,2.63,2.63,2.63,2.63,2.31,2.31,2.31,2.31,2.31,1.84,1.84,1.84,1.84,1.84,1.83,1.83,1.83,1.83
"South Carolina","FO",0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.65,0.65,0.65,0.65,0.65,0.65,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83
"South Carolina","FS",9.31,9.31,9.31,9.79,9.79,9.79,9.79,9.79,8.6,8.6,8.6,8.6,8.6,8.6,10.91,10.91,10.91,10.91,10.91,11.58,11.58,11.58,11.58,11.58,12.31,12.31,12.31,12.31,12.31,12.24,12.24,12.24,12.24
"South Carolina","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota","Total Forest Land",713.38,714.27,715.16,716.04,717.06,718.09,719.11,720.13,721.15,722.17,723.36,724.56,725.75,726.95,728.14,729.34,730.76,732.18,733.6,735.02,736.45,737.87,739.6,741.34,743.08,744.81,746.55,748.29,749.51,750.74,751.97,753.2,754.43
"South Dakota","FF",708.7,709.59,710.47,711.36,712.3,713.32,714.35,715.37,716.39,717.41,718.51,719.7,720.9,722.09,723.29,724.48,725.79,727.21,728.63,730.05,731.47,732.9,734.48,736.22,737.95,739.69,741.43,743.16,744.81,746.04,747.27,748.5,749.73
"South Dakota","Total Land Converted to Forest Land",4.68,4.68,4.68,4.68,4.76,4.76,4.76,4.76,4.76,4.76,4.86,4.86,4.86,4.86,4.86,4.86,4.97,4.97,4.97,4.97,4.97,4.97,5.12,5.12,5.12,5.12,5.12,5.12,4.7,4.7,4.7,4.7,4.7
"South Dakota","CF",1.12,1.12,1.12,1.12,1.13,1.13,1.13,1.13,1.13,1.13,1.15,1.15,1.15,1.15,1.15,1.15,1.17,1.17,1.17,1.17,1.17,1.17,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.4,1.4
"South Dakota","GF",3.07,3.07,3.07,3.07,3.12,3.12,3.12,3.12,3.12,3.12,3.19,3.19,3.19,3.19,3.19,3.19,3.27,3.27,3.27,3.27,3.27,3.27,3.37,3.37,3.37,3.37,3.37,3.37,2.72,2.72,2.72,2.72,2.72
"South Dakota","OF",0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.37,0.37,0.37,0.4,0.4,0.4,0.4,0.4
"South Dakota","SF",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17
"South Dakota","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota","Total Forest Land Converted to Land",3.8,3.8,3.8,3.8,3.74,3.74,3.74,3.74,3.74,3.74,3.66,3.66,3.66,3.66,3.66,3.66,3.55,3.55,3.55,3.55,3.55,3.55,3.39,3.39,3.39,3.39,3.39,3.39,3.47,3.47,3.47,3.47,3.47
"South Dakota","FC",0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.3,0.3,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34
"South Dakota","FG",1.9,1.9,1.9,1.9,1.81,1.81,1.81,1.81,1.81,1.81,1.7,1.7,1.7,1.7,1.7,1.7,1.58,1.58,1.58,1.58,1.58,1.58,1.49,1.49,1.49,1.49,1.49,1.49,1.53,1.53,1.53,1.53,1.53
"South Dakota","FO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0
"South Dakota","FS",1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.16,1.16,1.16,1.16,1.16,1.16,1.18,1.18,1.18,1.18,1.18
"South Dakota","FW",0.47,0.47,0.47,0.47,0.49,0.49,0.49,0.49,0.49,0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.42,0.42,0.42,0.42,0.42
"South Dakota","Total Woodlands Remaining Woodlands",1.58,1.63,1.68,1.74,1.79,1.88,1.98,2.07,2.17,2.26,2.36,2.52,2.69,2.86,3.03,3.2,3.37,3.69,4,4.31,4.62,4.94,5.26,5.87,6.47,7.08,7.69,8.29,8.83,9.34,9.86,10.37,10.88
"Tennessee","Total Forest Land",5618.36,5618.41,5618.34,5618.27,5618.2,5618.13,5618.06,5617.99,5617.76,5617.52,5617.29,5617.06,5616.82,5616.59,5616.16,5615.74,5615.32,5614.89,5614.47,5614.04,5613.62,5611.89,5610.16,5608.43,5606.7,5604.97,5603.24,5602.08,5600.92,5599.76,5598.6,5597.44,5596.29
"Tennessee","FF",5598.1,5598.16,5594.69,5594.62,5594.55,5594.48,5594.41,5594.34,5594.09,5593.85,5593.62,5593.38,5593.15,5592.91,5595.86,5595.44,5595.01,5594.59,5594.16,5593.74,5593.32,5588.22,5586.49,5584.76,5583.03,5581.3,5579.57,5581.49,5580.33,5579.17,5578.01,5576.86,5575.7
"Tennessee","Total Land Converted to Forest Land",20.26,20.26,23.65,23.65,23.65,23.65,23.65,23.65,23.67,23.67,23.67,23.67,23.67,23.67,20.3,20.3,20.3,20.3,20.3,20.3,20.3,23.67,23.67,23.67,23.67,23.67,23.67,20.59,20.59,20.59,20.59,20.59,20.59
"Tennessee","CF",13.9,13.9,16.24,16.24,16.24,16.24,16.24,16.24,16.25,16.25,16.25,16.25,16.25,16.25,13.94,13.94,13.94,13.94,13.94,13.94,13.94,16.25,16.25,16.25,16.25,16.25,16.25,13.67,13.67,13.67,13.67,13.67,13.67
"Tennessee","GF",0.19,0.19,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.22,0.22,0.22,0.22,0.22,0.59,0.59,0.59,0.59,0.59,0.59
"Tennessee","OF",0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12
"Tennessee","SF",5.96,5.96,6.95,6.95,6.95,6.95,6.95,6.95,6.96,6.96,6.96,6.96,6.96,6.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,6.95,6.95,6.95,6.95,6.95,6.95,6.15,6.15,6.15,6.15,6.15,6.15
"Tennessee","WF",0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.05,0.05,0.05,0.05,0.05,0.05
"Tennessee","Total Forest Land Converted to Land",20.2,20.2,23.72,23.72,23.72,23.72,23.72,23.72,23.91,23.91,23.91,23.91,23.91,23.91,20.73,20.73,20.73,20.73,20.73,20.73,20.73,25.4,25.4,25.4,25.4,25.4,25.4,21.75,21.75,21.75,21.75,21.75,21.75
"Tennessee","FC",10.82,10.82,12.47,12.47,12.47,12.47,12.47,12.47,12.3,12.3,12.3,12.3,12.3,12.3,10.38,10.38,10.38,10.38,10.38,10.38,10.38,11.87,11.87,11.87,11.87,11.87,11.87,10.16,10.16,10.16,10.16,10.16,10.16
"Tennessee","FG",0.36,0.36,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,1.52,1.52,1.52,1.52,1.52,1.52,1.3,1.3,1.3,1.3,1.3,1.3
"Tennessee","FO",0.77,0.77,0.95,0.95,0.95,0.95,0.95,0.95,1.01,1.01,1.01,1.01,1.01,1.01,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.14,1.14,1.14,1.14,1.14,1.14,0.98,0.98,0.98,0.98,0.98,0.98
"Tennessee","FS",8.25,8.25,9.89,9.89,9.89,9.89,9.89,9.89,10.18,10.18,10.18,10.18,10.18,10.18,9.02,9.02,9.02,9.02,9.02,9.02,9.02,10.87,10.87,10.87,10.87,10.87,10.87,9.31,9.31,9.31,9.31,9.31,9.31
"Tennessee","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas","Total Forest Land",13591.66,13651.9,13712.14,13772.38,13832.62,13892.86,13953.1,14013.33,14073.57,14133.81,14208.82,14283.82,14358.82,14433.83,14508.83,14583.83,14658.84,14733.84,14808.85,14908.31,15007.77,15107.24,15206.7,15306.17,15405.63,15505.1,15604.56,15704.02,15716.91,15729.79,15742.68,15755.56,15768.44
"Texas","FF",13349.63,13372.39,13432.63,13492.87,13553.11,13613.35,13673.59,13733.83,13794.07,13854.31,13916.06,13991.06,14066.06,14141.07,14216.07,14291.07,14366.08,14441.08,14516.08,14597.83,14697.3,14796.76,14896.22,14995.69,15095.15,15194.62,15294.08,15393.55,15502.62,15515.5,15528.38,15541.27,15554.15
"Texas","Total Land Converted to Forest Land",242.03,279.51,279.51,279.51,279.51,279.51,279.51,279.51,279.51,279.51,292.76,292.76,292.76,292.76,292.76,292.76,292.76,292.76,292.76,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,214.29,214.29,214.29,214.29,214.29
"Texas","CF",36.32,41.93,41.93,41.93,41.93,41.93,41.93,41.93,41.93,41.93,43.92,43.92,43.92,43.92,43.92,43.92,43.92,43.92,43.92,46.58,46.58,46.58,46.58,46.58,46.58,46.58,46.58,46.58,40.32,40.32,40.32,40.32,40.32
"Texas","GF",151.51,174.92,174.92,174.92,174.92,174.92,174.92,174.92,174.92,174.92,183.19,183.19,183.19,183.19,183.19,183.19,183.19,183.19,183.19,194.28,194.28,194.28,194.28,194.28,194.28,194.28,194.28,194.28,151.96,151.96,151.96,151.96,151.96
"Texas","OF",41.77,48.29,48.29,48.29,48.29,48.29,48.29,48.29,48.29,48.29,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,50.61,53.67,53.67,53.67,53.67,53.67,53.67,53.67,53.67,53.67,6.47,6.47,6.47,6.47,6.47
"Texas","SF",11.93,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.29,15.03,15.03,15.03,15.03,15.03
"Texas","WF",0.51,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.5,0.5,0.5,0.5,0.5
"Texas","Total Forest Land Converted to Land",195.85,219.27,219.27,219.27,219.27,219.27,219.27,219.27,219.27,219.27,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,211.01,211.01,211.01,211.01,211.01,211.01,211.01,211.01,211.01,201.41,201.41,201.41,201.41,201.41
"Texas","FC",29.9,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,31.63,31.63,31.63,31.63,31.63,31.63,31.63,31.63,31.63,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,29.06,29.06,29.06,29.06,29.06
"Texas","FG",133.2,147.79,147.79,147.79,147.79,147.79,147.79,147.79,147.79,147.79,144.11,144.11,144.11,144.11,144.11,144.11,144.11,144.11,144.11,134.86,134.86,134.86,134.86,134.86,134.86,134.86,134.86,134.86,128.72,128.72,128.72,128.72,128.72
"Texas","FO",3.88,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.71,4.71,4.71,4.71,4.71
"Texas","FS",28.86,34.47,34.47,34.47,34.47,34.47,34.47,34.47,34.47,34.47,37.34,37.34,37.34,37.34,37.34,37.34,37.34,37.34,37.34,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,38.92,38.92,38.92,38.92,38.92
"Texas","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas","Total Woodlands Remaining Woodlands",8376.29,8320.91,8281.49,8242.07,8202.66,8163.24,8123.82,8084.4,8044.99,8005.57,7947.49,7867.22,7786.96,7706.69,7626.43,7546.17,7465.9,7385.64,7305.37,7201.21,7057.52,6913.82,6770.13,6626.44,6482.74,6339.05,6195.36,6051.66,5994.29,5866.63,5738.97,5611.31,5483.65
"Utah","Total Forest Land",4183.76,4195.15,4206.55,4217.94,4229.33,4242.05,4254.76,4267.48,4280.19,4292.9,4305.62,4318.33,4331.05,4343.76,4356.47,4370.59,4384.71,4398.84,4412.96,4427.08,4441.2,4455.32,4469.44,4483.56,4497.68,4506.58,4515.48,4524.38,4533.28,4542.17,4551.07,4559.97,4568.87
"Utah","FF",4145.79,4157.18,4168.57,4179.97,4191.36,4202.98,4215.69,4228.4,4241.12,4253.83,4266.55,4279.26,4291.97,4304.69,4317.4,4330.3,4344.42,4358.54,4372.66,4386.78,4400.9,4415.02,4429.15,4443.27,4457.39,4470.75,4479.65,4488.55,4497.45,4506.35,4515.25,4524.14,4533.04
"Utah","Total Land Converted to Forest Land",37.97,37.97,37.97,37.97,37.97,39.07,39.07,39.07,39.07,39.07,39.07,39.07,39.07,39.07,39.07,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,35.83,35.83,35.83,35.83,35.83,35.83,35.83,35.83
"Utah","CF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah","GF",34.55,34.55,34.55,34.55,34.55,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,35.66,35.66,35.66,35.66,35.66,35.66,35.66,35.66
"Utah","OF",3.36,3.36,3.36,3.36,3.36,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
"Utah","SF",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"Utah","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah","Total Forest Land Converted to Land",26.58,26.58,26.58,26.58,26.58,26.36,26.36,26.36,26.36,26.36,26.36,26.36,26.36,26.36,26.36,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93
